,period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units
2182,2024-07-29,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1533039,megawatthours
2183,2024-07-29,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1526323,megawatthours
2184,2024-07-29,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1522862,megawatthours
2185,2024-07-29,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1529845,megawatthours
2186,2024-07-29,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1533039,megawatthours
2187,2024-07-29,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1573577,megawatthours
2188,2024-07-29,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1566479,megawatthours
2189,2024-07-29,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1562541,megawatthours
2190,2024-07-29,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1570384,megawatthours
2191,2024-07-29,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1573577,megawatthours
2192,2024-07-29,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,-905,megawatthours
2193,2024-07-29,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,-950,megawatthours
2194,2024-07-29,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,-1044,megawatthours
2195,2024-07-29,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,-994,megawatthours
2196,2024-07-29,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,-905,megawatthours
2197,2024-07-28,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1398004,megawatthours
2198,2024-07-28,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1391201,megawatthours
2199,2024-07-28,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1387036,megawatthours
2200,2024-07-28,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1394585,megawatthours
2201,2024-07-28,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1398004,megawatthours
2202,2024-07-28,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1397620,megawatthours
2203,2024-07-28,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1393116,megawatthours
2204,2024-07-28,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1389455,megawatthours
2205,2024-07-28,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1395386,megawatthours
2206,2024-07-28,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1397620,megawatthours
2207,2024-07-28,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1396211,megawatthours
2208,2024-07-28,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1389315,megawatthours
2209,2024-07-28,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1385262,megawatthours
2210,2024-07-28,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1392703,megawatthours
2211,2024-07-28,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1396211,megawatthours
2212,2024-07-28,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,-1797,megawatthours
2213,2024-07-28,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,-1889,megawatthours
2214,2024-07-28,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,-1777,megawatthours
2215,2024-07-28,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,-1886,megawatthours
2216,2024-07-28,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,-1797,megawatthours
2217,2024-07-27,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1330480,megawatthours
2218,2024-07-27,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1328452,megawatthours
2219,2024-07-27,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1327960,megawatthours
2220,2024-07-27,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1329242,megawatthours
2221,2024-07-27,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1330480,megawatthours
2222,2024-07-27,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1316930,megawatthours
2223,2024-07-27,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1314234,megawatthours
2224,2024-07-27,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1313386,megawatthours
2225,2024-07-27,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1315513,megawatthours
2226,2024-07-27,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1316930,megawatthours
2227,2024-07-27,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1332563,megawatthours
2228,2024-07-27,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1330736,megawatthours
2229,2024-07-27,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1330192,megawatthours
2230,2024-07-27,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1331522,megawatthours
2231,2024-07-27,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1332563,megawatthours
2232,2024-07-27,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,2082,megawatthours
2233,2024-07-27,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,2282,megawatthours
2234,2024-07-27,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,2231,megawatthours
2235,2024-07-27,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,2278,megawatthours
2236,2024-07-27,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,2082,megawatthours
2237,2024-07-26,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1333308,megawatthours
2238,2024-07-26,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1333630,megawatthours
2239,2024-07-26,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1333132,megawatthours
2240,2024-07-26,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1333485,megawatthours
2241,2024-07-26,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1333308,megawatthours
2242,2024-07-26,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1319730,megawatthours
2243,2024-07-26,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1317364,megawatthours
2244,2024-07-26,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1318695,megawatthours
2245,2024-07-26,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1318467,megawatthours
2246,2024-07-26,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1319730,megawatthours
2247,2024-07-26,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1332075,megawatthours
2248,2024-07-26,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1332072,megawatthours
2249,2024-07-26,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1331723,megawatthours
2250,2024-07-26,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1331961,megawatthours
2251,2024-07-26,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1332075,megawatthours
2252,2024-07-26,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,-1231,megawatthours
2253,2024-07-26,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,-1553,megawatthours
2254,2024-07-26,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,-1404,megawatthours
2255,2024-07-26,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,-1520,megawatthours
2256,2024-07-26,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,-1231,megawatthours
2257,2024-07-25,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1363270,megawatthours
2258,2024-07-25,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1365305,megawatthours
2259,2024-07-25,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1367333,megawatthours
2260,2024-07-25,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1364071,megawatthours
2261,2024-07-25,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1363270,megawatthours
2262,2024-07-25,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1362019,megawatthours
2263,2024-07-25,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1363123,megawatthours
2264,2024-07-25,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1361683,megawatthours
2265,2024-07-25,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1362596,megawatthours
2266,2024-07-25,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1362019,megawatthours
2267,2024-07-25,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1365010,megawatthours
2268,2024-07-25,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1367449,megawatthours
2269,2024-07-25,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1369547,megawatthours
2270,2024-07-25,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1366130,megawatthours
2271,2024-07-25,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1365010,megawatthours
2272,2024-07-25,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,1741,megawatthours
2273,2024-07-25,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,2144,megawatthours
2274,2024-07-25,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,2212,megawatthours
2275,2024-07-25,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,2060,megawatthours
2276,2024-07-25,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,1741,megawatthours
2277,2024-07-24,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1378970,megawatthours
2278,2024-07-24,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1374455,megawatthours
2279,2024-07-24,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1372080,megawatthours
2280,2024-07-24,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1376987,megawatthours
2281,2024-07-24,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1378970,megawatthours
2282,2024-07-24,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1333123,megawatthours
2283,2024-07-24,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1332096,megawatthours
2284,2024-07-24,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1333039,megawatthours
2285,2024-07-24,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1332608,megawatthours
2286,2024-07-24,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1333123,megawatthours
2287,2024-07-24,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1379131,megawatthours
2288,2024-07-24,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1374896,megawatthours
2289,2024-07-24,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1372533,megawatthours
2290,2024-07-24,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1377262,megawatthours
2291,2024-07-24,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1379131,megawatthours
2292,2024-07-24,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,163,megawatthours
2293,2024-07-24,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,443,megawatthours
2294,2024-07-24,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,450,megawatthours
2295,2024-07-24,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,277,megawatthours
2296,2024-07-24,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,163,megawatthours
2297,2024-07-23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1338835,megawatthours
2298,2024-07-23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1337930,megawatthours
2299,2024-07-23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1336969,megawatthours
2300,2024-07-23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1338423,megawatthours
2301,2024-07-23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1338835,megawatthours
2302,2024-07-23,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1349791,megawatthours
2303,2024-07-23,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1351030,megawatthours
2304,2024-07-23,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1351274,megawatthours
2305,2024-07-23,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1350490,megawatthours
2306,2024-07-23,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1349791,megawatthours
2307,2024-07-23,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1340863,megawatthours
2308,2024-07-23,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1340017,megawatthours
2309,2024-07-23,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1339094,megawatthours
2310,2024-07-23,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1340512,megawatthours
2311,2024-07-23,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1340863,megawatthours
2312,2024-07-23,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,2030,megawatthours
2313,2024-07-23,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,2088,megawatthours
2314,2024-07-23,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,2133,megawatthours
2315,2024-07-23,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,2090,megawatthours
2316,2024-07-23,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,2030,megawatthours
2317,2024-07-22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1375038,megawatthours
2318,2024-07-22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1378988,megawatthours
2319,2024-07-22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1381448,megawatthours
2320,2024-07-22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1377008,megawatthours
2321,2024-07-22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1375038,megawatthours
2322,2024-07-22,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1381213,megawatthours
2323,2024-07-22,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1382484,megawatthours
2324,2024-07-22,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1384344,megawatthours
2325,2024-07-22,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1381722,megawatthours
2326,2024-07-22,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1381213,megawatthours
2327,2024-07-22,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1379726,megawatthours
2328,2024-07-22,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1383594,megawatthours
2329,2024-07-22,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1386052,megawatthours
2330,2024-07-22,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1381611,megawatthours
2331,2024-07-22,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1379726,megawatthours
2332,2024-07-22,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,4695,megawatthours
2333,2024-07-22,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,4612,megawatthours
2334,2024-07-22,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,4609,megawatthours
2335,2024-07-22,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,4609,megawatthours
2336,2024-07-22,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,4695,megawatthours
2337,2024-07-21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1372923,megawatthours
2338,2024-07-21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1378675,megawatthours
2339,2024-07-21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1381544,megawatthours
2340,2024-07-21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1375648,megawatthours
2341,2024-07-21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1372923,megawatthours
2342,2024-07-21,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1395226,megawatthours
2343,2024-07-21,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1401107,megawatthours
2344,2024-07-21,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1402662,megawatthours
2345,2024-07-21,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1398204,megawatthours
2346,2024-07-21,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1395226,megawatthours
2347,2024-07-21,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1377333,megawatthours
2348,2024-07-21,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1383107,megawatthours
2349,2024-07-21,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1385980,megawatthours
2350,2024-07-21,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1380083,megawatthours
2351,2024-07-21,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1377333,megawatthours
2352,2024-07-21,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,4412,megawatthours
2353,2024-07-21,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,4436,megawatthours
2354,2024-07-21,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,4439,megawatthours
2355,2024-07-21,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,4438,megawatthours
2356,2024-07-21,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,4412,megawatthours
2357,2024-07-20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1428193,megawatthours
2358,2024-07-20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1427660,megawatthours
2359,2024-07-20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1427778,megawatthours
2360,2024-07-20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1427812,megawatthours
2361,2024-07-20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1428193,megawatthours
2362,2024-07-20,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1423690,megawatthours
2363,2024-07-20,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1423398,megawatthours
2364,2024-07-20,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1424048,megawatthours
2365,2024-07-20,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1423393,megawatthours
2366,2024-07-20,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1423690,megawatthours
2367,2024-07-20,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1430123,megawatthours
2368,2024-07-20,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1429616,megawatthours
2369,2024-07-20,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1429567,megawatthours
2370,2024-07-20,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1429805,megawatthours
2371,2024-07-20,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1430123,megawatthours
2372,2024-07-20,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,1934,megawatthours
2373,2024-07-20,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,1960,megawatthours
2374,2024-07-20,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,1794,megawatthours
2375,2024-07-20,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,1997,megawatthours
2376,2024-07-20,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,1934,megawatthours
2377,2024-07-19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1449311,megawatthours
2378,2024-07-19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1446932,megawatthours
2379,2024-07-19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1446008,megawatthours
2380,2024-07-19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1448075,megawatthours
2381,2024-07-19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1449311,megawatthours
2382,2024-07-19,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1464846,megawatthours
2383,2024-07-19,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1465613,megawatthours
2384,2024-07-19,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1465443,megawatthours
2385,2024-07-19,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1465238,megawatthours
2386,2024-07-19,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1464846,megawatthours
2387,2024-07-19,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1449354,megawatthours
2388,2024-07-19,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1446774,megawatthours
2389,2024-07-19,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1445849,megawatthours
2390,2024-07-19,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1447999,megawatthours
2391,2024-07-19,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1449354,megawatthours
2392,2024-07-19,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,49,megawatthours
2393,2024-07-19,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,-152,megawatthours
2394,2024-07-19,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,-153,megawatthours
2395,2024-07-19,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,-69,megawatthours
2396,2024-07-19,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,49,megawatthours
2397,2024-07-18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1423764,megawatthours
2398,2024-07-18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1425626,megawatthours
2399,2024-07-18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1426504,megawatthours
2400,2024-07-18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1424830,megawatthours
2401,2024-07-18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1423764,megawatthours
