,period,stateId,stateDescription,producertypeid,producerTypeDescription,energysourceid,energySourceDescription,capability,capability-units
2296,2023,IL,Illinois,IPP,Independent Power Producers,HYC,Hydroelectric,20.9,megawatts
2297,2023,IL,Illinois,IPP,Independent Power Producers,NG,Natural Gas,13904.8,megawatts
2298,2023,IL,Illinois,IPP,Independent Power Producers,NGCC,Natural Gas - CC,5233.2,megawatts
2299,2023,IL,Illinois,IPP,Independent Power Producers,NGGT,Natural Gas - GT,8432.2,megawatts
2300,2023,IL,Illinois,IPP,Independent Power Producers,NGIC,Natural Gas - IC,79.1,megawatts
2301,2023,IL,Illinois,IPP,Independent Power Producers,NGST,Natural Gas - ST,160.3,megawatts
2302,2023,IL,Illinois,IPP,Independent Power Producers,NUC,Nuclear,11567.6,megawatts
2303,2023,IL,Illinois,IPP,Independent Power Producers,OT,Other,78,megawatts
2304,2023,IL,Illinois,IPP,Independent Power Producers,OBM,Other Biomass,41.8,megawatts
2305,2023,IL,Illinois,IPP,Independent Power Producers,OOG,Other Gas,36.5,megawatts
2306,2023,IL,Illinois,IPP,Independent Power Producers,PET,Petroleum,325,megawatts
2307,2023,IL,Illinois,IPP,Independent Power Producers,PETGT,Petroleum - GT,305,megawatts
2308,2023,IL,Illinois,IPP,Independent Power Producers,PETIC,Petroleum - IC,20,megawatts
2309,2023,IL,Illinois,IPP,Independent Power Producers,SOL,Solar,1247.4,megawatts
2310,2023,IL,Illinois,IPP,Independent Power Producers,SOLPV,Solar - PV,1247.4,megawatts
2311,2023,IL,Illinois,IPP,Independent Power Producers,WND,Wind,7867.4,megawatts
2312,2023,IL,Illinois,TOT,All sectors,ALL,All,45419.2,megawatts
2313,2023,IL,Illinois,TOT,All sectors,BAT,Battery,96.1,megawatts
2314,2023,IL,Illinois,TOT,All sectors,COL,Coal,6853.5,megawatts
2315,2023,IL,Illinois,TOT,All sectors,HYC,Hydroelectric,32.9,megawatts
2316,2023,IL,Illinois,TOT,All sectors,NG,Natural Gas,16917.1,megawatts
2317,2023,IL,Illinois,TOT,All sectors,NGCC,Natural Gas - CC,5823.1,megawatts
2318,2023,IL,Illinois,TOT,All sectors,NGGT,Natural Gas - GT,10721,megawatts
2319,2023,IL,Illinois,TOT,All sectors,NGIC,Natural Gas - IC,184.5,megawatts
2320,2023,IL,Illinois,TOT,All sectors,NGST,Natural Gas - ST,188.5,megawatts
2321,2023,IL,Illinois,TOT,All sectors,NUC,Nuclear,11567.6,megawatts
2322,2023,IL,Illinois,TOT,All sectors,OT,Other,78,megawatts
2323,2023,IL,Illinois,TOT,All sectors,OBM,Other Biomass,55.2,megawatts
2324,2023,IL,Illinois,TOT,All sectors,OOG,Other Gas,36.5,megawatts
2325,2023,IL,Illinois,TOT,All sectors,PET,Petroleum,659.9,megawatts
2326,2023,IL,Illinois,TOT,All sectors,PETGT,Petroleum - GT,362.6,megawatts
2327,2023,IL,Illinois,TOT,All sectors,PETIC,Petroleum - IC,297.3,megawatts
2328,2023,IL,Illinois,TOT,All sectors,SOL,Solar,1248.7,megawatts
2329,2023,IL,Illinois,TOT,All sectors,SOLPV,Solar - PV,1248.7,megawatts
2330,2023,IL,Illinois,TOT,All sectors,WND,Wind,7873.7,megawatts
2331,2023,IN,Indiana,EU,Electric Utilities,ALL,All,18204.5,megawatts
2332,2023,IN,Indiana,EU,Electric Utilities,BAT,Battery,36,megawatts
2333,2023,IN,Indiana,EU,Electric Utilities,COL,Coal,12126.9,megawatts
2334,2023,IN,Indiana,EU,Electric Utilities,HYC,Hydroelectric,69.1,megawatts
2335,2023,IN,Indiana,EU,Electric Utilities,NG,Natural Gas,5090.1,megawatts
2336,2023,IN,Indiana,EU,Electric Utilities,NGCC,Natural Gas - CC,1481.6,megawatts
2337,2023,IN,Indiana,EU,Electric Utilities,NGGT,Natural Gas - GT,2951.8,megawatts
2338,2023,IN,Indiana,EU,Electric Utilities,NGIC,Natural Gas - IC,38.7,megawatts
2339,2023,IN,Indiana,EU,Electric Utilities,NGST,Natural Gas - ST,618,megawatts
2340,2023,IN,Indiana,EU,Electric Utilities,OBM,Other Biomass,26.2,megawatts
2341,2023,IN,Indiana,EU,Electric Utilities,OOG,Other Gas,12,megawatts
2342,2023,IN,Indiana,EU,Electric Utilities,PET,Petroleum,70.8,megawatts
2343,2023,IN,Indiana,EU,Electric Utilities,PETGT,Petroleum - GT,37,megawatts
2344,2023,IN,Indiana,EU,Electric Utilities,PETIC,Petroleum - IC,33.8,megawatts
2345,2023,IN,Indiana,EU,Electric Utilities,SOL,Solar,773.4,megawatts
2346,2023,IN,Indiana,EU,Electric Utilities,SOLPV,Solar - PV,773.4,megawatts
2347,2023,IN,Indiana,IPP,Independent Power Producers,ALL,All,8373.8,megawatts
2348,2023,IN,Indiana,IPP,Independent Power Producers,COL,Coal,720.3,megawatts
2349,2023,IN,Indiana,IPP,Independent Power Producers,HYC,Hydroelectric,2.5,megawatts
2350,2023,IN,Indiana,IPP,Independent Power Producers,NG,Natural Gas,3026.8,megawatts
2351,2023,IN,Indiana,IPP,Independent Power Producers,NGCC,Natural Gas - CC,2418,megawatts
