,period,stateId,stateDescription,producertypeid,producerTypeDescription,energysourceid,energySourceDescription,capability,capability-units
1056,2023,NJ,New Jersey,IPP,Independent Power Producers,PET,Petroleum,295.7,megawatts
1057,2023,NJ,New Jersey,IPP,Independent Power Producers,PETGT,Petroleum - GT,255.3,megawatts
1058,2023,NJ,New Jersey,IPP,Independent Power Producers,PETIC,Petroleum - IC,28.8,megawatts
1059,2023,NJ,New Jersey,IPP,Independent Power Producers,PETOTH,Petroleum - OTH,11.6,megawatts
1060,2023,NJ,New Jersey,IPP,Independent Power Producers,HPS,Pumped Storage,415.4,megawatts
1061,2023,NJ,New Jersey,IPP,Independent Power Producers,SOL,Solar,1079.6,megawatts
1062,2023,NJ,New Jersey,IPP,Independent Power Producers,SOLPV,Solar - PV,1079.6,megawatts
1063,2023,NJ,New Jersey,IPP,Independent Power Producers,WND,Wind,7.6,megawatts
1064,2023,NJ,New Jersey,TOT,All sectors,ALL,All,16838.2,megawatts
1065,2023,NJ,New Jersey,TOT,All sectors,BAT,Battery,69.7,megawatts
1066,2023,NJ,New Jersey,TOT,All sectors,HYC,Hydroelectric,12.3,megawatts
1067,2023,NJ,New Jersey,TOT,All sectors,NG,Natural Gas,11178.4,megawatts
1068,2023,NJ,New Jersey,TOT,All sectors,NGCC,Natural Gas - CC,8374,megawatts
1069,2023,NJ,New Jersey,TOT,All sectors,NGGT,Natural Gas - GT,2734.5,megawatts
1070,2023,NJ,New Jersey,TOT,All sectors,NGIC,Natural Gas - IC,35.8,megawatts
1071,2023,NJ,New Jersey,TOT,All sectors,NGOTH,Natural Gas - OTH,12.6,megawatts
1072,2023,NJ,New Jersey,TOT,All sectors,NGST,Natural Gas - ST,21.5,megawatts
1073,2023,NJ,New Jersey,TOT,All sectors,NUC,Nuclear,3456.7,megawatts
1074,2023,NJ,New Jersey,TOT,All sectors,OT,Other,11.2,megawatts
1075,2023,NJ,New Jersey,TOT,All sectors,OBM,Other Biomass,188.7,megawatts
1076,2023,NJ,New Jersey,TOT,All sectors,OOG,Other Gas,29,megawatts
1077,2023,NJ,New Jersey,TOT,All sectors,PET,Petroleum,301.7,megawatts
1078,2023,NJ,New Jersey,TOT,All sectors,PETGT,Petroleum - GT,255.3,megawatts
1079,2023,NJ,New Jersey,TOT,All sectors,PETIC,Petroleum - IC,34.8,megawatts
1080,2023,NJ,New Jersey,TOT,All sectors,PETOTH,Petroleum - OTH,11.6,megawatts
1081,2023,NJ,New Jersey,TOT,All sectors,HPS,Pumped Storage,415.4,megawatts
1082,2023,NJ,New Jersey,TOT,All sectors,SOL,Solar,1167.5,megawatts
1083,2023,NJ,New Jersey,TOT,All sectors,SOLPV,Solar - PV,1167.5,megawatts
1084,2023,NJ,New Jersey,TOT,All sectors,WND,Wind,7.6,megawatts
1085,2023,NM,New Mexico,EU,Electric Utilities,ALL,All,5089.4,megawatts
1086,2023,NM,New Mexico,EU,Electric Utilities,BAT,Battery,18,megawatts
1087,2023,NM,New Mexico,EU,Electric Utilities,COL,Coal,1540,megawatts
1088,2023,NM,New Mexico,EU,Electric Utilities,HYC,Hydroelectric,82.7,megawatts
1089,2023,NM,New Mexico,EU,Electric Utilities,NG,Natural Gas,2470.4,megawatts
1090,2023,NM,New Mexico,EU,Electric Utilities,NGCC,Natural Gas - CC,855.6,megawatts
1091,2023,NM,New Mexico,EU,Electric Utilities,NGGT,Natural Gas - GT,784.3,megawatts
1092,2023,NM,New Mexico,EU,Electric Utilities,NGIC,Natural Gas - IC,43.5,megawatts
1093,2023,NM,New Mexico,EU,Electric Utilities,NGST,Natural Gas - ST,787,megawatts
1094,2023,NM,New Mexico,EU,Electric Utilities,PET,Petroleum,17,megawatts
1095,2023,NM,New Mexico,EU,Electric Utilities,PETGT,Petroleum - GT,17,megawatts
1096,2023,NM,New Mexico,EU,Electric Utilities,SOL,Solar,189.5,megawatts
1097,2023,NM,New Mexico,EU,Electric Utilities,SOLPV,Solar - PV,189.5,megawatts
1098,2023,NM,New Mexico,EU,Electric Utilities,WND,Wind,771.8,megawatts
1099,2023,NM,New Mexico,IPP,Independent Power Producers,ALL,All,5634.8,megawatts
1100,2023,NM,New Mexico,IPP,Independent Power Producers,BAT,Battery,221,megawatts
1101,2023,NM,New Mexico,IPP,Independent Power Producers,GEO,Geothermal,8.6,megawatts
1102,2023,NM,New Mexico,IPP,Independent Power Producers,NG,Natural Gas,792.7,megawatts
1103,2023,NM,New Mexico,IPP,Independent Power Producers,NGCC,Natural Gas - CC,628.5,megawatts
1104,2023,NM,New Mexico,IPP,Independent Power Producers,NGGT,Natural Gas - GT,161,megawatts
1105,2023,NM,New Mexico,IPP,Independent Power Producers,NGIC,Natural Gas - IC,3.2,megawatts
1106,2023,NM,New Mexico,IPP,Independent Power Producers,OT,Other,.7,megawatts
1107,2023,NM,New Mexico,IPP,Independent Power Producers,OBM,Other Biomass,3.2,megawatts
1108,2023,NM,New Mexico,IPP,Independent Power Producers,PET,Petroleum,29,megawatts
1109,2023,NM,New Mexico,IPP,Independent Power Producers,PETIC,Petroleum - IC,29,megawatts
1110,2023,NM,New Mexico,IPP,Independent Power Producers,SOL,Solar,942.4,megawatts
1111,2023,NM,New Mexico,IPP,Independent Power Producers,SOLPV,Solar - PV,942.4,megawatts
1112,2023,NM,New Mexico,IPP,Independent Power Producers,WND,Wind,3637.2,megawatts
1113,2023,NM,New Mexico,TOT,All sectors,ALL,All,10724.2,megawatts
1114,2023,NM,New Mexico,TOT,All sectors,BAT,Battery,239,megawatts
1115,2023,NM,New Mexico,TOT,All sectors,COL,Coal,1540,megawatts
1116,2023,NM,New Mexico,TOT,All sectors,GEO,Geothermal,8.6,megawatts
1117,2023,NM,New Mexico,TOT,All sectors,HYC,Hydroelectric,82.7,megawatts
1118,2023,NM,New Mexico,TOT,All sectors,NG,Natural Gas,3263.1,megawatts
1119,2023,NM,New Mexico,TOT,All sectors,NGCC,Natural Gas - CC,1484.1,megawatts
1120,2023,NM,New Mexico,TOT,All sectors,NGGT,Natural Gas - GT,945.3,megawatts
1121,2023,NM,New Mexico,TOT,All sectors,NGIC,Natural Gas - IC,46.7,megawatts
1122,2023,NM,New Mexico,TOT,All sectors,NGST,Natural Gas - ST,787,megawatts
1123,2023,NM,New Mexico,TOT,All sectors,OT,Other,.7,megawatts
1124,2023,NM,New Mexico,TOT,All sectors,OBM,Other Biomass,3.2,megawatts
1125,2023,NM,New Mexico,TOT,All sectors,PET,Petroleum,46,megawatts
1126,2023,NM,New Mexico,TOT,All sectors,PETGT,Petroleum - GT,17,megawatts
1127,2023,NM,New Mexico,TOT,All sectors,PETIC,Petroleum - IC,29,megawatts
1128,2023,NM,New Mexico,TOT,All sectors,SOL,Solar,1131.9,megawatts
1129,2023,NM,New Mexico,TOT,All sectors,SOLPV,Solar - PV,1131.9,megawatts
1130,2023,NM,New Mexico,TOT,All sectors,WND,Wind,4409,megawatts
1131,2023,NV,Nevada,EU,Electric Utilities,ALL,All,8813.9,megawatts
1132,2023,NV,Nevada,EU,Electric Utilities,BAT,Battery,230,megawatts
1133,2023,NV,Nevada,EU,Electric Utilities,COL,Coal,522,megawatts
1134,2023,NV,Nevada,EU,Electric Utilities,HYC,Hydroelectric,1039.4,megawatts
1135,2023,NV,Nevada,EU,Electric Utilities,NG,Natural Gas,6935,megawatts
1136,2023,NV,Nevada,EU,Electric Utilities,NGCC,Natural Gas - CC,5423.4,megawatts
1137,2023,NV,Nevada,EU,Electric Utilities,NGGT,Natural Gas - GT,1177.6,megawatts
1138,2023,NV,Nevada,EU,Electric Utilities,NGST,Natural Gas - ST,334,megawatts
1139,2023,NC,North Carolina,IPP,Independent Power Producers,OBM,Other Biomass,74.1,megawatts
1140,2023,NC,North Carolina,IPP,Independent Power Producers,PET,Petroleum,65.3,megawatts
1141,2023,NC,North Carolina,IPP,Independent Power Producers,PETIC,Petroleum - IC,65.3,megawatts
1142,2023,NC,North Carolina,IPP,Independent Power Producers,SOL,Solar,6006.5,megawatts
1143,2023,NC,North Carolina,IPP,Independent Power Producers,SOLPV,Solar - PV,6006.5,megawatts
1144,2023,NC,North Carolina,IPP,Independent Power Producers,WND,Wind,208,megawatts
1145,2023,NC,North Carolina,IPP,Independent Power Producers,WOO,Wood,307,megawatts
1146,2023,NC,North Carolina,TOT,All sectors,ALL,All,35863.5,megawatts
1147,2023,NC,North Carolina,TOT,All sectors,BAT,Battery,58.3,megawatts
1148,2023,NC,North Carolina,TOT,All sectors,COL,Coal,4552,megawatts
1149,2023,NC,North Carolina,TOT,All sectors,HYC,Hydroelectric,2010.5,megawatts
1150,2023,NC,North Carolina,TOT,All sectors,NG,Natural Gas,16275.2,megawatts
1151,2023,NC,North Carolina,TOT,All sectors,NGCC,Natural Gas - CC,5579,megawatts
1152,2023,NC,North Carolina,TOT,All sectors,NGGT,Natural Gas - GT,6030.5,megawatts
1153,2023,NC,North Carolina,TOT,All sectors,NGST,Natural Gas - ST,4665.7,megawatts
1154,2023,NC,North Carolina,TOT,All sectors,NUC,Nuclear,5149.6,megawatts
1155,2023,NC,North Carolina,TOT,All sectors,OT,Other,54,megawatts
1156,2023,NC,North Carolina,TOT,All sectors,OBM,Other Biomass,74.1,megawatts
1157,2023,NC,North Carolina,TOT,All sectors,PET,Petroleum,491,megawatts
1158,2023,NC,North Carolina,TOT,All sectors,PETGT,Petroleum - GT,176,megawatts
1159,2023,NC,North Carolina,TOT,All sectors,PETIC,Petroleum - IC,160.4,megawatts
1160,2023,NC,North Carolina,TOT,All sectors,PETOTH,Petroleum - OTH,154.6,megawatts
1161,2023,NC,North Carolina,TOT,All sectors,HPS,Pumped Storage,86,megawatts
1162,2023,NC,North Carolina,TOT,All sectors,SOL,Solar,6597.8,megawatts
1163,2023,NC,North Carolina,TOT,All sectors,SOLPV,Solar - PV,6597.8,megawatts
1164,2023,NC,North Carolina,TOT,All sectors,WND,Wind,208,megawatts
1165,2023,NC,North Carolina,TOT,All sectors,WOO,Wood,307,megawatts
1166,2023,ND,North Dakota,EU,Electric Utilities,ALL,All,6673,megawatts
1167,2023,ND,North Dakota,EU,Electric Utilities,COL,Coal,3813.2,megawatts
1168,2023,ND,North Dakota,EU,Electric Utilities,HYC,Hydroelectric,510,megawatts
1169,2023,ND,North Dakota,EU,Electric Utilities,NG,Natural Gas,657.9,megawatts
1170,2023,ND,North Dakota,EU,Electric Utilities,NGGT,Natural Gas - GT,454,megawatts
1171,2023,ND,North Dakota,EU,Electric Utilities,NGIC,Natural Gas - IC,106.8,megawatts
1172,2023,ND,North Dakota,EU,Electric Utilities,NGST,Natural Gas - ST,97.1,megawatts
1173,2023,ND,North Dakota,EU,Electric Utilities,OT,Other,5.3,megawatts
1174,2023,ND,North Dakota,EU,Electric Utilities,PET,Petroleum,54.6,megawatts
1175,2023,ND,North Dakota,EU,Electric Utilities,PETGT,Petroleum - GT,40.6,megawatts
1176,2023,ND,North Dakota,EU,Electric Utilities,PETIC,Petroleum - IC,14,megawatts
1177,2023,ND,North Dakota,EU,Electric Utilities,WND,Wind,1632,megawatts
1178,2023,ND,North Dakota,IPP,Independent Power Producers,ALL,All,2729.1,megawatts
1179,2023,ND,North Dakota,IPP,Independent Power Producers,COL,Coal,19.3,megawatts
1180,2023,ND,North Dakota,IPP,Independent Power Producers,OBM,Other Biomass,9.8,megawatts
1181,2023,ND,North Dakota,IPP,Independent Power Producers,OOG,Other Gas,8.4,megawatts
1182,2023,ND,North Dakota,IPP,Independent Power Producers,PET,Petroleum,3.5,megawatts
1183,2023,ND,North Dakota,IPP,Independent Power Producers,PETIC,Petroleum - IC,3.5,megawatts
1184,2023,ND,North Dakota,IPP,Independent Power Producers,WND,Wind,2688.1,megawatts
1185,2023,ND,North Dakota,TOT,All sectors,ALL,All,9402.1,megawatts
1186,2023,ND,North Dakota,TOT,All sectors,COL,Coal,3832.5,megawatts
1187,2023,ND,North Dakota,TOT,All sectors,HYC,Hydroelectric,510,megawatts
1188,2023,ND,North Dakota,TOT,All sectors,NG,Natural Gas,657.9,megawatts
1189,2023,ND,North Dakota,TOT,All sectors,NGGT,Natural Gas - GT,454,megawatts
1190,2023,ND,North Dakota,TOT,All sectors,NGIC,Natural Gas - IC,106.8,megawatts
1191,2023,ND,North Dakota,TOT,All sectors,NGST,Natural Gas - ST,97.1,megawatts
1192,2023,ND,North Dakota,TOT,All sectors,OT,Other,5.3,megawatts
1193,2023,ND,North Dakota,TOT,All sectors,OBM,Other Biomass,9.8,megawatts
1194,2023,ND,North Dakota,TOT,All sectors,OOG,Other Gas,8.4,megawatts
1195,2023,ND,North Dakota,TOT,All sectors,PET,Petroleum,58.1,megawatts
1196,2023,ND,North Dakota,TOT,All sectors,PETGT,Petroleum - GT,40.6,megawatts
1197,2023,ND,North Dakota,TOT,All sectors,PETIC,Petroleum - IC,17.5,megawatts
1198,2023,ND,North Dakota,TOT,All sectors,WND,Wind,4320.1,megawatts
1199,2023,NE,Nebraska,EU,Electric Utilities,ALL,All,7202.5,megawatts
1200,2023,NE,Nebraska,EU,Electric Utilities,BAT,Battery,1,megawatts
1201,2023,NE,Nebraska,EU,Electric Utilities,COL,Coal,3756.9,megawatts
1202,2023,NE,Nebraska,EU,Electric Utilities,HYC,Hydroelectric,279.7,megawatts
1203,2023,NE,Nebraska,EU,Electric Utilities,NG,Natural Gas,1958.4,megawatts
1204,2023,NE,Nebraska,EU,Electric Utilities,NGCC,Natural Gas - CC,338,megawatts
1205,2023,NE,Nebraska,EU,Electric Utilities,NGGT,Natural Gas - GT,1107.6,megawatts
1206,2023,NE,Nebraska,EU,Electric Utilities,NGIC,Natural Gas - IC,135.6,megawatts
1207,2023,NE,Nebraska,EU,Electric Utilities,NGST,Natural Gas - ST,377.2,megawatts
1208,2023,NE,Nebraska,EU,Electric Utilities,NUC,Nuclear,768.5,megawatts
1209,2023,NE,Nebraska,EU,Electric Utilities,OBM,Other Biomass,11,megawatts
1210,2023,NE,Nebraska,EU,Electric Utilities,PET,Petroleum,363.6,megawatts
1211,2023,NE,Nebraska,EU,Electric Utilities,PETGT,Petroleum - GT,249.2,megawatts
1212,2023,NE,Nebraska,EU,Electric Utilities,PETIC,Petroleum - IC,114.4,megawatts
1213,2023,NE,Nebraska,EU,Electric Utilities,SOL,Solar,2.6,megawatts
1214,2023,NE,Nebraska,EU,Electric Utilities,SOLPV,Solar - PV,2.6,megawatts
1215,2023,NE,Nebraska,EU,Electric Utilities,WND,Wind,60.8,megawatts
1216,2023,NE,Nebraska,IPP,Independent Power Producers,ALL,All,3578.4,megawatts
1217,2023,NE,Nebraska,IPP,Independent Power Producers,BAT,Battery,3.9,megawatts
1218,2023,NE,Nebraska,IPP,Independent Power Producers,COL,Coal,68.9,megawatts
1219,2023,NV,Nevada,EU,Electric Utilities,OT,Other,6.5,megawatts
1220,2023,NV,Nevada,EU,Electric Utilities,PET,Petroleum,6,megawatts
1221,2023,NV,Nevada,EU,Electric Utilities,PETIC,Petroleum - IC,6,megawatts
1222,2023,NV,Nevada,EU,Electric Utilities,SOL,Solar,75,megawatts
1223,2023,NV,Nevada,EU,Electric Utilities,SOLPV,Solar - PV,75,megawatts
1224,2023,NV,Nevada,IPP,Independent Power Producers,ALL,All,5722,megawatts
1225,2023,NV,Nevada,IPP,Independent Power Producers,BAT,Battery,313.8,megawatts
1226,2023,NV,Nevada,IPP,Independent Power Producers,COL,Coal,218.4,megawatts
1227,2023,NV,Nevada,IPP,Independent Power Producers,GEO,Geothermal,659,megawatts
1228,2023,NV,Nevada,IPP,Independent Power Producers,HYC,Hydroelectric,12.3,megawatts
1229,2023,NV,Nevada,IPP,Independent Power Producers,NG,Natural Gas,400.9,megawatts
1230,2023,NV,Nevada,IPP,Independent Power Producers,NGCC,Natural Gas - CC,279.6,megawatts
1231,2023,NV,Nevada,IPP,Independent Power Producers,NGGT,Natural Gas - GT,8,megawatts
1232,2023,NV,Nevada,IPP,Independent Power Producers,NGIC,Natural Gas - IC,113.3,megawatts
1233,2023,NV,Nevada,IPP,Independent Power Producers,OBM,Other Biomass,9.8,megawatts
1234,2023,NV,Nevada,IPP,Independent Power Producers,SOL,Solar,3957.8,megawatts
1235,2023,NV,Nevada,IPP,Independent Power Producers,SOLPV,Solar - PV,3779.3,megawatts
1236,2023,NV,Nevada,IPP,Independent Power Producers,SOLTH,Solar - TH,178.5,megawatts
1237,2023,NV,Nevada,IPP,Independent Power Producers,WND,Wind,150,megawatts
1238,2023,NV,Nevada,TOT,All sectors,ALL,All,14535.9,megawatts
1239,2023,NV,Nevada,TOT,All sectors,BAT,Battery,543.8,megawatts
1240,2023,NV,Nevada,TOT,All sectors,COL,Coal,740.4,megawatts
1241,2023,NV,Nevada,TOT,All sectors,GEO,Geothermal,659,megawatts
1242,2023,NV,Nevada,TOT,All sectors,HYC,Hydroelectric,1051.7,megawatts
1243,2023,NV,Nevada,TOT,All sectors,NG,Natural Gas,7335.9,megawatts
1244,2023,NV,Nevada,TOT,All sectors,NGCC,Natural Gas - CC,5703,megawatts
1245,2023,NV,Nevada,TOT,All sectors,NGGT,Natural Gas - GT,1185.6,megawatts
1246,2023,NV,Nevada,TOT,All sectors,NGIC,Natural Gas - IC,113.3,megawatts
1247,2023,NV,Nevada,TOT,All sectors,NGST,Natural Gas - ST,334,megawatts
1248,2023,NV,Nevada,TOT,All sectors,OT,Other,6.5,megawatts
1249,2023,NV,Nevada,TOT,All sectors,OBM,Other Biomass,9.8,megawatts
1250,2023,NV,Nevada,TOT,All sectors,PET,Petroleum,6,megawatts
1251,2023,NV,Nevada,TOT,All sectors,PETIC,Petroleum - IC,6,megawatts
1252,2023,NV,Nevada,TOT,All sectors,SOL,Solar,4032.8,megawatts
1253,2023,NV,Nevada,TOT,All sectors,SOLPV,Solar - PV,3854.3,megawatts
1254,2023,NV,Nevada,TOT,All sectors,SOLTH,Solar - TH,178.5,megawatts
1255,2023,NV,Nevada,TOT,All sectors,WND,Wind,150,megawatts
1256,2023,NY,New York,EU,Electric Utilities,ALL,All,10923,megawatts
1257,2023,NY,New York,EU,Electric Utilities,BAT,Battery,34.3,megawatts
1258,2023,NY,New York,EU,Electric Utilities,HYC,Hydroelectric,3521.8,megawatts
1259,2023,NY,New York,EU,Electric Utilities,NG,Natural Gas,4695.3,megawatts
1260,2023,NY,New York,EU,Electric Utilities,NGCC,Natural Gas - CC,611.5,megawatts
1261,2023,NY,New York,EU,Electric Utilities,NGGT,Natural Gas - GT,1336.8,megawatts
1262,2023,NY,New York,EU,Electric Utilities,NGIC,Natural Gas - IC,28.8,megawatts
1263,2023,NY,New York,EU,Electric Utilities,NGST,Natural Gas - ST,2718.2,megawatts
1264,2023,NY,New York,EU,Electric Utilities,PET,Petroleum,1165.3,megawatts
1265,2023,NY,New York,EU,Electric Utilities,PETGT,Petroleum - GT,1140.1,megawatts
1266,2023,NY,New York,EU,Electric Utilities,PETIC,Petroleum - IC,25.2,megawatts
1267,2023,NY,New York,EU,Electric Utilities,HPS,Pumped Storage,1405.1,megawatts
1268,2023,NY,New York,EU,Electric Utilities,WND,Wind,101.2,megawatts
1269,2023,NY,New York,IPP,Independent Power Producers,ALL,All,29306.8,megawatts
1270,2023,NY,New York,IPP,Independent Power Producers,BAT,Battery,171.9,megawatts
1271,2023,NY,New York,IPP,Independent Power Producers,HYC,Hydroelectric,1039,megawatts
1272,2023,NY,New York,IPP,Independent Power Producers,NG,Natural Gas,17634.8,megawatts
1273,2023,NY,New York,IPP,Independent Power Producers,NGCC,Natural Gas - CC,9296.7,megawatts
1274,2023,NY,New York,IPP,Independent Power Producers,NGGT,Natural Gas - GT,1122.4,megawatts
1275,2023,NY,New York,IPP,Independent Power Producers,NGIC,Natural Gas - IC,51.6,megawatts
1276,2023,NY,New York,IPP,Independent Power Producers,NGOTH,Natural Gas - OTH,57.7,megawatts
1277,2023,NY,New York,IPP,Independent Power Producers,NGST,Natural Gas - ST,7106.4,megawatts
1278,2023,NY,New York,IPP,Independent Power Producers,NUC,Nuclear,3304.6,megawatts
1279,2023,NY,New York,IPP,Independent Power Producers,OT,Other,20,megawatts
1280,2023,NY,New York,IPP,Independent Power Producers,OBM,Other Biomass,377.3,megawatts
1281,2023,NY,New York,IPP,Independent Power Producers,PET,Petroleum,2316.5,megawatts
1282,2023,NY,New York,IPP,Independent Power Producers,PETGT,Petroleum - GT,419,megawatts
1283,2023,NY,New York,IPP,Independent Power Producers,PETIC,Petroleum - IC,282.3,megawatts
1284,2023,NY,New York,IPP,Independent Power Producers,PETST,Petroleum - ST,1615.2,megawatts
1285,2023,NY,New York,IPP,Independent Power Producers,SOL,Solar,1719.6,megawatts
1286,2023,NY,New York,IPP,Independent Power Producers,SOLPV,Solar - PV,1719.6,megawatts
1287,2023,NY,New York,IPP,Independent Power Producers,WND,Wind,2645.1,megawatts
1288,2023,NY,New York,IPP,Independent Power Producers,WOO,Wood,78,megawatts
1289,2023,NY,New York,TOT,All sectors,ALL,All,40229.8,megawatts
1290,2023,NY,New York,TOT,All sectors,BAT,Battery,206.2,megawatts
1291,2023,NY,New York,TOT,All sectors,HYC,Hydroelectric,4560.8,megawatts
1292,2023,NY,New York,TOT,All sectors,NG,Natural Gas,22330.1,megawatts
1293,2023,NY,New York,TOT,All sectors,NGCC,Natural Gas - CC,9908.2,megawatts
1294,2023,NY,New York,TOT,All sectors,NGGT,Natural Gas - GT,2459.2,megawatts
1295,2023,NY,New York,TOT,All sectors,NGIC,Natural Gas - IC,80.4,megawatts
1296,2023,NY,New York,TOT,All sectors,NGOTH,Natural Gas - OTH,57.7,megawatts
1297,2023,NY,New York,TOT,All sectors,NGST,Natural Gas - ST,9824.6,megawatts
1298,2023,NY,New York,TOT,All sectors,NUC,Nuclear,3304.6,megawatts
1299,2023,NY,New York,TOT,All sectors,OT,Other,20,megawatts
1300,2023,NY,New York,TOT,All sectors,OBM,Other Biomass,377.3,megawatts
1301,2023,NY,New York,TOT,All sectors,PET,Petroleum,3481.8,megawatts
1302,2023,NY,New York,TOT,All sectors,PETGT,Petroleum - GT,1559.1,megawatts
1303,2023,NY,New York,TOT,All sectors,PETIC,Petroleum - IC,307.5,megawatts
1304,2023,NY,New York,TOT,All sectors,PETST,Petroleum - ST,1615.2,megawatts
1305,2023,NY,New York,TOT,All sectors,HPS,Pumped Storage,1405.1,megawatts
1306,2023,NY,New York,TOT,All sectors,SOL,Solar,1719.6,megawatts
1307,2023,NY,New York,TOT,All sectors,SOLPV,Solar - PV,1719.6,megawatts
1308,2023,NY,New York,TOT,All sectors,WND,Wind,2746.3,megawatts
1309,2023,NY,New York,TOT,All sectors,WOO,Wood,78,megawatts
1310,2023,OH,Ohio,EU,Electric Utilities,ALL,All,4648.5,megawatts
1311,2023,OH,Ohio,EU,Electric Utilities,BAT,Battery,4,megawatts
1312,2023,OH,Ohio,EU,Electric Utilities,COL,Coal,1088.5,megawatts
1313,2023,OH,Ohio,EU,Electric Utilities,HYC,Hydroelectric,81.9,megawatts
1314,2023,OH,Ohio,EU,Electric Utilities,NG,Natural Gas,3225.2,megawatts
1315,2023,OH,Ohio,EU,Electric Utilities,NGCC,Natural Gas - CC,1225.1,megawatts
1316,2023,OH,Ohio,EU,Electric Utilities,NGGT,Natural Gas - GT,1949.7,megawatts
1317,2023,OH,Ohio,EU,Electric Utilities,NGIC,Natural Gas - IC,27.4,megawatts
1318,2023,OH,Ohio,EU,Electric Utilities,NGST,Natural Gas - ST,23,megawatts
1319,2023,OH,Ohio,EU,Electric Utilities,OBM,Other Biomass,8.4,megawatts
1320,2023,OH,Ohio,EU,Electric Utilities,PET,Petroleum,228,megawatts
1321,2023,OH,Ohio,EU,Electric Utilities,PETGT,Petroleum - GT,64.5,megawatts
1322,2023,OH,Ohio,EU,Electric Utilities,PETIC,Petroleum - IC,163.5,megawatts
1323,2023,OH,Ohio,EU,Electric Utilities,SOL,Solar,5.3,megawatts
1324,2023,OH,Ohio,EU,Electric Utilities,SOLPV,Solar - PV,5.3,megawatts
1325,2023,OH,Ohio,EU,Electric Utilities,WND,Wind,7.2,megawatts
1326,2023,OH,Ohio,IPP,Independent Power Producers,ALL,All,24455.2,megawatts
1327,2023,OH,Ohio,IPP,Independent Power Producers,BAT,Battery,30.8,megawatts
1328,2023,OH,Ohio,IPP,Independent Power Producers,COL,Coal,5519,megawatts
1329,2023,OH,Ohio,IPP,Independent Power Producers,HYC,Hydroelectric,20,megawatts
1330,2023,OH,Ohio,IPP,Independent Power Producers,NG,Natural Gas,13152.5,megawatts
1331,2023,OH,Ohio,IPP,Independent Power Producers,NGCC,Natural Gas - CC,9329.1,megawatts
1332,2023,OH,Ohio,IPP,Independent Power Producers,NGGT,Natural Gas - GT,3771.6,megawatts
1333,2023,OH,Ohio,IPP,Independent Power Producers,NGIC,Natural Gas - IC,10,megawatts
1334,2023,OH,Ohio,IPP,Independent Power Producers,NGST,Natural Gas - ST,41.8,megawatts
1335,2023,OH,Ohio,IPP,Independent Power Producers,NUC,Nuclear,2134,megawatts
1336,2023,OH,Ohio,IPP,Independent Power Producers,OBM,Other Biomass,28.9,megawatts
1337,2023,OH,Ohio,IPP,Independent Power Producers,OOG,Other Gas,211.4,megawatts
1338,2023,OH,Ohio,IPP,Independent Power Producers,PET,Petroleum,420.5,megawatts
1339,2023,OH,Ohio,IPP,Independent Power Producers,PETGT,Petroleum - GT,225.2,megawatts
1340,2023,OH,Ohio,IPP,Independent Power Producers,PETIC,Petroleum - IC,49.8,megawatts
1341,2023,OH,Ohio,IPP,Independent Power Producers,PETOTH,Petroleum - OTH,6,megawatts
1342,2023,OH,Ohio,IPP,Independent Power Producers,PETST,Petroleum - ST,139.5,megawatts
1343,2023,OH,Ohio,IPP,Independent Power Producers,SOL,Solar,1803,megawatts
1344,2023,OH,Ohio,IPP,Independent Power Producers,SOLPV,Solar - PV,1803,megawatts
1345,2023,OH,Ohio,IPP,Independent Power Producers,WND,Wind,1094.6,megawatts
1346,2023,OH,Ohio,IPP,Independent Power Producers,WOO,Wood,40.5,megawatts
1347,2023,OH,Ohio,TOT,All sectors,ALL,All,29103.7,megawatts
1348,2023,OH,Ohio,TOT,All sectors,BAT,Battery,34.8,megawatts
1349,2023,OH,Ohio,TOT,All sectors,COL,Coal,6607.5,megawatts
1350,2023,OH,Ohio,TOT,All sectors,HYC,Hydroelectric,101.9,megawatts
1351,2023,OH,Ohio,TOT,All sectors,NG,Natural Gas,16377.7,megawatts
1352,2023,OH,Ohio,TOT,All sectors,NGCC,Natural Gas - CC,10554.2,megawatts
1353,2023,OH,Ohio,TOT,All sectors,NGGT,Natural Gas - GT,5721.3,megawatts
1354,2023,OH,Ohio,TOT,All sectors,NGIC,Natural Gas - IC,37.4,megawatts
1355,2023,OH,Ohio,TOT,All sectors,NGST,Natural Gas - ST,64.8,megawatts
1356,2023,OH,Ohio,TOT,All sectors,NUC,Nuclear,2134,megawatts
1357,2023,OH,Ohio,TOT,All sectors,OBM,Other Biomass,37.3,megawatts
1358,2023,OH,Ohio,TOT,All sectors,OOG,Other Gas,211.4,megawatts
1359,2023,OH,Ohio,TOT,All sectors,PET,Petroleum,648.5,megawatts
1360,2023,OH,Ohio,TOT,All sectors,PETGT,Petroleum - GT,289.7,megawatts
1361,2023,OH,Ohio,TOT,All sectors,PETIC,Petroleum - IC,213.3,megawatts
1362,2023,OH,Ohio,TOT,All sectors,PETOTH,Petroleum - OTH,6,megawatts
1363,2023,OH,Ohio,TOT,All sectors,PETST,Petroleum - ST,139.5,megawatts
1364,2023,OH,Ohio,TOT,All sectors,SOL,Solar,1808.3,megawatts
1365,2023,OH,Ohio,TOT,All sectors,SOLPV,Solar - PV,1808.3,megawatts
1366,2023,OH,Ohio,TOT,All sectors,WND,Wind,1101.8,megawatts
